id,Completed,Last page seen,Start language,Date last action,Date started,IP address,Referrer URL,What year are you?,What is your major?,"If you have a second major, what is it?",What is your gender?,[African American / Black] What racial/ethnic group do you identify with? Check all that apply.,[American Indian / Alaskan Native] What racial/ethnic group do you identify with? Check all that apply.,[Asian / Pacific Islander] What racial/ethnic group do you identify with? Check all that apply.,[Hispanic] What racial/ethnic group do you identify with? Check all that apply.,[White] What racial/ethnic group do you identify with? Check all that apply.,"[Domestic, Race/Ethnicity unknown] What racial/ethnic group do you identify with? Check all that apply.",[International] What racial/ethnic group do you identify with? Check all that apply.,What income bracket does your family fall into?,Please choose one,What is your status at UCLA?,What is your voting status?,"If you voted in the 2008 elections, which presidential candidate did you vote for?","If you did not vote in the 2008 elections, which presidential candidate did you support?","[Worked on a local, state, or national political campaign] Which of the following did you do last year? Check all that apply.",[Participated in student protests] Which of the following did you do last year? Check all that apply.,[Participated in a politically oriented student group] Which of the following did you do last year? Check all that apply.,What political party do you identify with?,Which presidential candidate are you planning to vote for in 2012?,Economy,Job Market,International affairs,Immigration,Education,Healthcare,Social issues,What is your current attitude toward the overall policies of President Obama?,What is your current attitude toward President Obama's education policies?,What is your current attitude toward President Obama's immigration policies?,Proposition 30,"On a 1-5 scale, how familiar are you with the tax measure?",How do you plan to vote on Proposition 30?,How do you think Proposition 30 will affect the UC?,Total time,Group time: General Information,Group time: Presidential Election,Group time: California tax measure
553,2012-09-25 16:21:00,3,en,2012-09-25 16:21:00,2012-09-25 16:16:00,198.72.207.233,,Third,Chemistry,,Female,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have neither financial aid nor loans,In-state,I am ineligible to vote in the U.S.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),4,5,4,5,5,5,1,Neutral,Neutral,Strongly support,,1,I am not going to vote.,I do not know enough about Proposition 30.,301.26,172.25,82.02,46.99
554,,1,en,2012-09-25 16:29:00,2012-09-25 16:28:00,198.72.203.29,http://36ohk6dgmcd1n-c.c.yom.mail.yahoo.net/om/api/1.0/openmail.app.invoke/36ohk6dgmcd1n/11/1.0.35/us/en-US/view.html/0,Second,Political Science,,Male,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Other,True,False,True,Republican,,,,,,,,,,,,,,,,70.15,70.15,0,0
555,2012-09-25 16:41:00,3,en,2012-09-25 16:41:00,2012-09-25 16:38:00,149.142.27.183,,Second,Global Studies,,Female,False,False,False,False,True,False,True,"Annual income between $80,000 - $120,000",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,True,Democrat,Obama (Democratic Party),3,4,5,4,5,5,5,Strongly support,Strongly support,Support,,4,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a strong positive impact.,176.6,80.5,61.46,34.64
556,2012-09-25 16:59:00,3,en,2012-09-25 16:59:00,2012-09-25 16:42:00,70.206.28.106,,Second,Computer Science,,Male,False,False,False,False,True,False,False,"Annual income between $80,000 - $120,000",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Independent,Obama (Democratic Party),2,4,4,3,4,2,4,Support,I don't know enough about the president's policies to answer this question.,Support,,3,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a strong positive impact.,1002.29,133.35,101.05,767.89
557,2012-09-25 16:50:00,3,en,2012-09-25 16:50:00,2012-09-25 16:44:00,108.178.150.85,,Second,Economics,,Male,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Romney (Republican Party),5,5,4,3,3,3,1,Against,Neutral,Against,,3,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have no impact.,319.77,163.93,92.59,63.25
558,2012-09-25 16:58:00,3,en,2012-09-25 16:58:00,2012-09-25 16:55:00,76.94.44.247,,Second,English,French,Female,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",I didn't vote in the 2008 elections,Obama (Democratic Party),False,True,False,none of the above,I am not planning to vote in the 2012 elections.,5,5,5,5,5,5,5,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,2,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,219.94,105.81,62.75,51.38
559,2012-09-25 17:07:00,3,en,2012-09-25 17:07:00,2012-09-25 17:03:00,164.67.148.83,,Fourth,"Linguistics, Applied",Japanese,Male,True,True,False,False,False,False,False,"Annual income between $80,000 - $120,000",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),True,True,True,none of the above,Obama (Democratic Party),5,4,4,2,5,5,2,Support,Support,Against,,4,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,279.15,138.1,83.31,57.74
560,2012-09-25 17:10:00,3,en,2012-09-25 17:10:00,2012-09-25 17:05:00,75.85.51.157,,Fourth,Statistics,,Female,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,True,False,Democrat,Obama (Democratic Party),5,5,4,2,5,5,5,Support,Strongly support,Neutral,,2,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a strong positive impact.,319.46,82.82,49.69,186.95
561,2012-09-25 17:08:00,3,en,2012-09-25 17:08:00,2012-09-25 17:05:00,149.142.72.59,,Third,"Molecular, Cell, and Developmental Biology",,Female,False,False,True,False,False,False,False,"Annual income between $80,000 - $120,000",I only have loans,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,False,False,Republican,Romney (Republican Party),5,5,4,5,5,4,2,Against,Strongly against,Strongly against,,2,I am undecided.,I do not know enough about Proposition 30.,155.95,63.47,51.61,40.87
562,2012-09-25 17:15:00,3,en,2012-09-25 17:15:00,2012-09-25 17:12:00,169.232.117.72,,Second,International Development Studies,Political Science,Female,False,False,False,False,True,False,False,"Annual income over $120,000",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,McCain (Republican Party),False,False,False,Republican,Romney (Republican Party),5,4,4,4,5,4,4,Against,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,2,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have a negative impact.,163.1,73.59,57.49,32.02
563,2012-09-25 17:35:00,3,en,2012-09-25 17:35:00,2012-09-25 17:30:00,99.47.145.64,,Fourth,Nursing - Prelicensure,,Male,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Independent,Obama (Democratic Party),5,5,5,5,5,5,5,Neutral,Neutral,Neutral,,3,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,294.84,84.73,57.09,153.02
564,2012-09-25 17:37:00,3,en,2012-09-25 17:37:00,2012-09-25 17:35:00,164.67.236.155,,Fourth,Biology,,Male,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,True,False,Democrat,Obama (Democratic Party),5,5,5,5,5,5,5,Support,Support,Support,,3,"I will vote yes on Proposition 30, which would result in a tax increase.",I do not know enough about Proposition 30.,145.39,60.65,36.68,48.06
565,,0,en,2012-09-25 17:41:00,2012-09-25 17:41:00,113.142.8.83,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
566,2012-09-25 17:51:00,3,en,2012-09-25 17:51:00,2012-09-25 17:48:00,169.232.245.121,,Second,Computer Science and Engineering,,Male,False,False,False,False,True,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Independent,Obama (Democratic Party),4,4,3,3,3,3,4,Against,Neutral,Neutral,,1,I am undecided.,I do not know enough about Proposition 30.,177.34,73.47,61.26,42.61
567,2012-09-25 17:57:00,3,en,2012-09-25 17:57:00,2012-09-25 17:52:00,164.67.231.128,http://36ohk6dgmcd1n-c.c.yom.mail.yahoo.net/om/api/1.0/openmail.app.invoke/36ohk6dgmcd1n/11/1.0.35/us/en-US/view.html/0,Fourth,Computer Science and Engineering,,Male,False,False,False,True,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,True,none of the above,Obama (Democratic Party),5,4,5,3,4,5,4,Support,Support,Support,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have no impact.,284.08,82.34,65.83,135.91
568,2012-09-25 18:01:00,3,en,2012-09-25 18:01:00,2012-09-25 17:57:00,70.187.185.228,,Fourth,Statistics,,Male,False,False,True,False,False,False,False,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,In-state,I am ineligible to vote in the U.S.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,I am not planning to vote in the 2012 elections.,4,5,4,3,5,5,5,Support,Strongly support,Neutral,,1,I am not going to vote.,Proposition 30 will have a positive impact.,268.4,172.03,59.23,37.14
569,2012-09-25 18:01:00,3,en,2012-09-25 18:01:00,2012-09-25 17:57:00,149.142.27.118,,Second,Communication Studies,,Female,False,False,True,False,False,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,McCain (Republican Party),False,False,False,Republican,Romney (Republican Party),4,4,4,3,3,5,3,Strongly against,Against,Against,,2,I am undecided.,I do not know enough about Proposition 30.,195.26,52.28,106.44,36.54
570,,1,en,2012-09-25 18:04:00,2012-09-25 18:02:00,169.232.70.76,,Second,Computer Science and Engineering,Japanese,Female,False,False,True,False,False,False,False,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,In-state,I am not a registered U.S. voter.,I didn't vote in the 2008 elections,Other,False,False,False,none of the above,,,,,,,,,,,,,,,,111.41,111.41,0,0
571,2012-09-25 18:14:00,3,en,2012-09-25 18:14:00,2012-09-25 18:02:00,76.170.81.251,,Third,Communication Studies,,Female,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I only have loans,In-state,I am ineligible to vote in the U.S.,Obama (Democratic Party),,False,True,True,Democrat,Obama (Democratic Party),5,5,5,5,5,5,5,Support,Support,Support,,4,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,686.51,143.71,495.89,46.91
572,2012-09-25 18:28:00,3,en,2012-09-25 18:28:00,2012-09-25 18:03:00,128.97.7.212,,Fifth or above,Chicana and Chicano Studies,,Male,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,False,False,none of the above,Obama (Democratic Party),4,5,5,5,5,5,4,Neutral,Support,Support,,4,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,1452.83,132.87,162.83,1157.13
573,2012-09-25 18:21:00,3,en,2012-09-25 18:21:00,2012-09-25 18:19:00,76.95.18.202,,Second,Bioengineering,,Male,False,False,False,False,True,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,McCain (Republican Party),False,False,True,Libertarian,Romney (Republican Party),5,5,5,3,3,5,1,Strongly against,Neutral,Strongly against,,5,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have a strong negative impact.,156.27,82.36,40.81,33.1
574,2012-09-25 18:25:00,3,en,2012-09-25 18:25:00,2012-09-25 18:23:00,198.72.197.218,,Fourth,Psychology,,Female,False,False,False,True,False,False,False,"Annual income between $80,000 - $120,000",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),True,True,True,Democrat,Obama (Democratic Party),5,4,4,3,4,5,5,Support,Strongly support,I don't know enough about the president's policies to answer this question.,,3,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,154.35,64.06,52.42,37.87
575,2012-09-25 18:29:00,3,en,2012-09-25 18:29:00,2012-09-25 18:27:00,128.97.168.24,,Second,Chemical Engineering,,Female,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Independent,Obama (Democratic Party),4,4,3,3,4,4,5,Support,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,1,I am undecided.,I do not know enough about Proposition 30.,156.9,69.52,49.37,38.01
576,,0,en,2012-09-25 18:39:00,2012-09-25 18:39:00,128.97.75.43,http://36ohk6dgmcd1n-c.c.yom.mail.yahoo.net/om/api/1.0/openmail.app.invoke/36ohk6dgmcd1n/11/1.0.35/us/en-US/view.html/0,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
577,2012-09-25 18:47:00,3,en,2012-09-25 18:47:00,2012-09-25 18:44:00,169.232.93.80,,First,Biochemistry,,Female,False,False,True,False,False,False,False,"Annual income between $80,000 - $120,000",I have both loans and financial aid,In-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Independent,Obama (Democratic Party),4,4,4,5,5,5,5,Strongly support,Strongly support,I don't know enough about the president's policies to answer this question.,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",I do not know enough about Proposition 30.,169.67,83.82,45.61,40.24
578,,0,en,2012-09-25 18:53:00,2012-09-25 18:53:00,96.238.210.26,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
579,,2,en,2012-09-25 19:01:00,2012-09-25 18:59:00,198.72.205.186,,Third,Psychobiology,,Male,False,False,True,False,False,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,Other,,False,False,False,Libertarian,Obama (Democratic Party),4,4,4,3,5,4,2,Support,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,,,,164.89,115.1,49.79,0
580,2012-09-25 19:06:00,3,en,2012-09-25 19:06:00,2012-09-25 19:00:00,64.134.222.93,,Third,World Arts and Cultures,,Female,False,False,False,False,True,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,False,False,Democrat,Obama (Democratic Party),4,3,4,3,5,4,5,Support,Support,I don't know enough about the president's policies to answer this question.,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,408.78,80.09,109.92,218.77
581,2012-09-25 19:04:00,3,en,2012-09-25 19:04:00,2012-09-25 19:00:00,76.175.72.231,,Third,Psychology,Sociology,Female,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),4,3,3,3,5,4,5,Support,Support,Strongly support,,4,"I will vote yes on Proposition 30, which would result in a tax increase.",I do not know enough about Proposition 30.,241.15,80.39,109.28,51.48
582,2012-09-25 19:04:00,3,en,2012-09-25 19:04:00,2012-09-25 19:00:00,198.72.198.192,,Fourth,History,,Male,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),4,5,5,3,5,4,5,Support,Neutral,Support,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have no impact.,211.98,105.15,74.81,32.02
583,2012-09-25 19:08:00,3,en,2012-09-25 19:08:00,2012-09-25 19:06:00,198.72.206.141,,Fourth,Spanish,Global Studies,Female,False,False,True,False,False,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,,False,False,False,none of the above,Obama (Democratic Party),2,2,3,3,5,5,4,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,1,I am undecided.,I do not know enough about Proposition 30.,137.84,72.17,52.63,13.04
584,2012-09-25 19:14:00,3,en,2012-09-25 19:14:00,2012-09-25 19:12:00,169.232.108.36,,Second,Linguistics and French,,Female,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,none of the above,I am not planning to vote in the 2012 elections.,5,5,5,5,5,5,5,Support,Support,I don't know enough about the president's policies to answer this question.,,2,I am undecided.,I do not know enough about Proposition 30.,116.2,54.8,34.08,27.32
585,2012-09-25 19:21:00,3,en,2012-09-25 19:21:00,2012-09-25 19:15:00,131.179.52.110,,Fourth,English,,Male,False,False,False,False,True,False,False,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,In-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",I didn't vote in the 2008 elections,McCain (Republican Party),False,False,False,Democrat,Obama (Democratic Party),2,4,5,3,5,2,4,I don't know enough about the president's policies to answer this question.,Support,Support,,1,I am undecided.,I do not know enough about Proposition 30.,362.02,159.81,134.85,67.36
586,,1,en,2012-09-25 19:27:00,2012-09-25 19:26:00,169.232.72.116,,Second,Ethnomusicology - World Music,,Female,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Independent,,,,,,,,,,,,,,,,61.68,61.68,0,0
587,,1,en,2012-09-25 19:34:00,2012-09-25 19:33:00,75.84.98.49,,Third,Political Science,,Female,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Republican,,,,,,,,,,,,,,,,56.59,56.59,0,0
588,2012-09-25 19:49:00,3,en,2012-09-25 19:49:00,2012-09-25 19:46:00,71.103.150.45,,First,Psychology,,Male,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),5,5,5,2,5,5,4,Support,I don't know enough about the president's policies to answer this question.,Support,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,163.4,75.47,49.33,38.6
589,2012-09-25 19:52:00,3,en,2012-09-25 19:52:00,2012-09-25 19:49:00,174.254.50.71,,First,"Microbiology, Immunology, and Molecular Genetics",,Female,False,False,False,False,True,False,False,"Annual income over $120,000",I have neither financial aid nor loans,Out-of-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",I didn't vote in the 2008 elections,McCain (Republican Party),False,False,False,Republican,Romney (Republican Party),4,5,3,4,4,3,5,Neutral,Neutral,Neutral,,4,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have a negative impact.,165.8,73.34,64.63,27.83
590,,0,en,2012-09-25 19:52:00,2012-09-25 19:52:00,174.254.50.71,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
591,2012-09-25 20:07:00,3,en,2012-09-25 20:07:00,2012-09-25 20:02:00,149.142.229.35,,First,Political Science,Chinese,Male,False,False,True,False,False,False,False,"Annual income over $120,000",I have neither financial aid nor loans,International,I am ineligible to vote in the U.S.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,True,none of the above,Obama (Democratic Party),5,4,5,4,5,4,2,Strongly support,Neutral,Support,,1,I am not going to vote.,I do not know enough about Proposition 30.,277.44,189.32,45.54,42.58
592,2012-09-25 20:06:00,3,en,2012-09-25 20:06:00,2012-09-25 20:02:00,209.127.8.133,,Fourth,Anthropology,Chicana and Chicano Studies,Female,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,True,True,Democrat,Obama (Democratic Party),5,5,3,4,5,5,5,Support,Support,Neutral,,3,I am undecided.,Proposition 30 will have a positive impact.,227.36,91.16,78.13,58.07
593,,0,en,2012-09-25 20:09:00,2012-09-25 20:09:00,198.72.208.12,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
594,2012-09-25 20:34:00,3,en,2012-09-25 20:34:00,2012-09-25 20:30:00,169.232.88.217,,Third,Sociology,,Female,False,False,True,False,False,False,False,"Annual income over $120,000",I have both loans and financial aid,In-state,I am a registered U.S. voter.,McCain (Republican Party),,False,False,False,Libertarian,I am not planning to vote in the 2012 elections.,5,4,3,4,5,4,2,Against,Strongly support,I don't know enough about the president's policies to answer this question.,,3,I am undecided.,I do not know enough about Proposition 30.,248.17,102.71,87.56,57.9
595,2012-09-25 20:49:00,3,en,2012-09-25 20:49:00,2012-09-25 20:45:00,207.233.32.17,,Fourth,Political Science,,Female,False,False,False,True,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,False,False,Democrat,Obama (Democratic Party),5,5,5,5,5,3,4,Neutral,Support,Neutral,,4,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have a negative impact.,231.41,102.12,71.91,57.38
596,2012-09-25 20:49:00,3,en,2012-09-25 20:49:00,2012-09-25 20:46:00,128.97.122.134,,First,Chemistry,Biology,Male,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Libertarian,Other,5,5,5,4,5,3,1,Against,Neutral,Against,,4,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,198.97,112.49,45.71,40.77
597,2012-09-25 21:16:00,3,en,2012-09-25 21:16:00,2012-09-25 20:48:00,76.91.216.101,,Fourth,Aerospace Engineering,,Male,False,False,True,False,False,False,False,"Annual income between $80,000 - $120,000",I have both loans and financial aid,In-state,I am ineligible to vote in the U.S.,Obama (Democratic Party),,False,False,False,Independent,I am not planning to vote in the 2012 elections.,5,4,3,3,5,4,5,Support,Strongly support,Neutral,,1,I am undecided.,Proposition 30 will have a positive impact.,1677.95,832.6,782.1,63.25
598,2012-09-25 20:53:00,3,en,2012-09-25 20:53:00,2012-09-25 20:48:00,75.47.227.136,,Fifth or above,Mathematics/Applied Science,,Male,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,False,False,Democrat,Obama (Democratic Party),5,5,4,5,4,4,3,Neutral,I don't know enough about the president's policies to answer this question.,Support,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a strong positive impact.,282.29,129.22,98.4,54.67
599,,0,en,2012-09-25 20:53:00,2012-09-25 20:53:00,164.67.65.41,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
600,,0,en,2012-09-25 20:57:00,2012-09-25 20:57:00,128.97.143.185,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
601,,1,en,2012-09-25 20:58:00,2012-09-25 20:57:00,169.232.245.59,,Second,Computer Science,,Male,False,False,True,False,False,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,I am not a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,none of the above,,,,,,,,,,,,,,,,46.5,46.5,0,0
602,2012-09-25 21:16:00,3,en,2012-09-25 21:16:00,2012-09-25 21:13:00,75.79.59.163,,Third,Mathematics/Economics,,Male,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,McCain (Republican Party),,False,False,False,Independent,Romney (Republican Party),5,5,5,2,5,4,3,Strongly against,Strongly against,Strongly against,,3,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have no impact.,178.61,65.49,71.37,41.75
603,2012-09-25 21:31:00,3,en,2012-09-25 21:31:00,2012-09-25 21:26:00,131.179.6.184,,Fourth,Computational and Systems Biology,,Male,True,False,False,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Libertarian,Obama (Democratic Party),4,4,4,5,5,4,5,Support,Support,I don't know enough about the president's policies to answer this question.,,5,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have no impact.,255.37,106.13,92.89,56.35
604,2012-09-25 21:35:00,3,en,2012-09-25 21:35:00,2012-09-25 21:32:00,169.232.244.58,,First,Business Economics,Statistics,Male,False,False,True,False,False,False,False,"Annual income over $120,000",I have neither financial aid nor loans,Out-of-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),5,5,4,4,5,3,1,Support,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,180.86,85.28,57.52,38.06
605,2012-09-25 21:39:00,3,en,2012-09-25 21:39:00,2012-09-25 21:35:00,169.232.246.53,,First,Undeclared - Social Sciences,,Male,False,False,False,False,True,False,False,"Annual income over $120,000",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),5,5,5,3,4,5,5,Strongly support,Strongly support,Strongly support,,4,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,200.25,105.87,69.82,24.56
606,2012-09-25 21:47:00,3,en,2012-09-25 21:47:00,2012-09-25 21:44:00,164.67.208.45,,First,Undeclared - Life Sciences,,Male,False,False,False,False,True,False,False,"Annual income between $80,000 - $120,000",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,McCain (Republican Party),False,False,False,Independent,Romney (Republican Party),5,4,5,4,2,4,3,Against,Neutral,Strongly against,,1,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have a negative impact.,187.39,68.09,61.36,57.94
607,2012-09-25 21:52:00,3,en,2012-09-25 21:52:00,2012-09-25 21:48:00,169.232.187.22,http://36ohk6dgmcd1n-c.c.yom.mail.yahoo.net/om/api/1.0/openmail.app.invoke/36ohk6dgmcd1n/11/1.0.35/us/en-US/view.html/0,First,Statistics,Political Science,Female,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Libertarian,Other,5,5,4,4,3,1,2,Strongly against,Neutral,Neutral,,1,I am undecided.,Proposition 30 will have a strong positive impact.,262.1,105.67,100.8,55.63
